trial,score,validity_rate,avg_cost,n_runs,n_valid,elapsed_s,pruned,base_penalty_factor,omega2_over_omega1,p_origin_penalty_w,p_delivery_once_w,p_position_once_w,p_dest_inclusion_w,p_consecutiveness_w,p_capacity_w,reward_regular,reward_tp_depot,reward_depot_tp
75,296.9303905387647,1.0,296.9303905387647,50,50,9.035893201828003,False,1.4815093476688082,0.11985285242529617,1.9755662107239995,1.5148069845933647,6.574359682587254,2.424780489670936,1.5061521118008827,4.873786930559205,2.9694609396177443,2.163522581630248,0.49462213784039955
76,291.1010642523617,1.0,291.1010642523617,50,50,8.672079801559448,False,1.4502455008273996,0.14845028960242698,1.9782586697350244,1.4626542805093603,6.3234735114229395,2.4059343320855358,1.4795666222134256,4.490804159555672,2.9992449717973355,2.122720394867826,0.5038063645270705
77,147.89904692546529,1.0,147.89904692546529,20,20,0.9730799198150635,True,1.5166920631376604,0.22790236354946206,1.8121159719924946,1.4462753353766509,6.319473611374141,2.436338488618371,1.5436695597671495,4.549524875367218,2.9393751277889777,2.0165442240208784,0.5152170191925773
78,296.67273924587545,1.0,296.67273924587545,50,50,9.303187370300293,False,1.7373582806794494,0.12009803362159331,2.1557318028634507,1.0002802016874317,6.000467996479845,2.1800205341800645,1.4758387465518508,4.408730553202329,2.9959200490546647,2.1246696277826884,0.22953703099161843
79,302.2754990677263,1.0,302.2754990677263,50,50,9.89470624923706,False,1.8383538883526078,0.16568200796435648,2.1291705139182966,1.0987054791969235,5.95653809917165,2.174242679981025,1.714878977509719,4.499380406723877,2.9982550397997554,2.089466631304906,0.29332772888848696
80,301.033750544489,1.0,301.033750544489,50,50,9.101602554321289,False,1.7334837998206025,0.14970345039240035,2.425122472046507,1.8166198894704992,6.891282798366899,2.6052335770591437,1.2681014352248963,4.118905345740308,2.8798619724663204,2.3151497839782014,0.12216877771546175
81,293.28326393652816,1.0,293.28326393652816,50,50,8.785884857177734,False,1.3938173859473864,0.11636165935060931,2.0132859064287856,1.4874719594303225,6.651674779680146,2.410004189848702,1.4926317066598416,4.911401001673547,2.9828952487742773,2.1805879119094276,0.4871849577880909
82,293.28185496210386,1.0,293.28185496210386,50,50,10.383473634719849,False,2.1927192869374537,0.12247600269923498,2.117411481337863,1.2611504762456518,5.845738230683768,2.690370669508817,1.192895031992316,4.787184540954335,2.713848318249022,2.0920950877335707,0.5934095022670589
83,296.5312331798108,1.0,296.5312331798108,50,50,9.001217365264893,False,1.371143989335774,0.14087159857734083,1.677069762704477,1.2671716484272717,5.613296786333007,2.6476123782551637,1.0680569881123825,4.820593401021324,2.7045634699207026,2.4674622573023592,0.6211602894386372
84,298.7668780482687,1.0,298.7668780482687,50,50,9.46915578842163,False,3.0995413941523675,0.109261470216771,2.026028853545815,1.8003018177323364,6.984798783452126,2.729281002757045,1.2131970668613137,4.748518751203179,2.8914022680754794,2.200546916162744,0.4584792508033062
